pair_id	microprotein_gene	microprotein_biotype	microprotein_tier	partner_gene_symbol	partner_uniprot_id	iptm	ptm	binding_mechanism_category	buried_sasa_A2	known_pdb_ppi_overlap_pct	is_active_site_cleft	active_site_min_dist_A	active_site_details	is_binding_site_overlap	binding_site_min_dist_A	partner_domains_contacted	representative_pdb_ids	total_contacts	hbond_count	salt_bridge_count	hydrophobic_count	prodigy_link_density	prodigy_predicted_dg_kcal	microprotein_contact_residues_count	partner_contact_residues_count	microprotein_surface_involvement_pct	mean_interface_pae	aromatic_count	vdw_count	sasa_microprotein_A2	sasa_partner_A2	catalytic_sites_count	binding_sites_count	binding_site_details	known_pdb_interface_residues_count	known_pdb_ppi_overlap_count	partner_plddt	microprotein_plddt
c16riboseqorf128_partner_01_MBTPS2	MBTPS1	uORF	1B	MBTPS2	O43462	0.2794	0.737	Active Site Blocker / Competitive Decoy	1971.1	0.0	True	3.0	 (res 172)	True	3.36	N/A	None	43	5	3	5	0.102	-6.67	14	30	73.7	19.33	0	15	2477.8	30397.9	1	2	 (res 171);  (res 175)	0	0	0.77	0.34
c13riboseqorf59_partner_03_EIF4A3	UPF3A	intORF	1B	EIF4A3	P38919	0.2794	0.5647	Cofactor / Substrate Pocket Competitor	2743.1	50.0	False		None	True	3.04	Helicase ATP-binding (69-239); Helicase C-terminal (250-411)	2XB2; 4C9B; 5XJC; 6QDV; 6YVH; 8C6J; 9XTT; 9XU3	57	7	1	17	0.085	-17.2	21	32	80.8	21.9	2	22	2892.4	20216.9	0	5	 (res 85);  (res 86);  (res 88);  (res 89);  (res 90)	185	16	0.79	0.36
c2riboseqorf37_partner_03_SMARCB1	BCL11A	intORF	1B	SMARCB1	Q12824	0.2794	0.4384	Known Macromolecular Subunit Competitor / Adaptor	3234.2	62.2	False		None	False		DNA-binding (1-113); 2 X approximate tandem repeats (186-319)	6KAG; 6LTH; 6LTJ; 7VDV; 9RL4; 9RMC; 9RN1; 9RN2	80	13	0	9	0.085	-12.69	21	45	84.0	19.7	0	43	2701.7	24035.6	0	0	None	137	28	0.62	0.29
c21riboseqorf14_partner_06_ETS1	RUNX1	uORF	1B	ETS1	P14921	0.279	0.32	Allosteric Regulatory Surface / Novel Epitope	1636.6	0.0	False		None	False		PNT (51-136); Activation domain; required for transcription activation (130-243)	None	36	0	0	18	0.138	-8.38	13	20	65.0	17.8	0	11	2223.1	30871.2	0	0	None	66	0	0.54	0.4
c11norep176_partner_02_BAG3	CRYAB	uORF	4	BAG3	O95817	0.2788	0.2252	Allosteric Regulatory Surface / Novel Epitope	2166.1	0.0	False		None	False		BAG (421-498); Disordered (1-92); Disordered (240-421)	None	49	3	1	10	0.121	-7.64	15	27	83.3	25.19	0	27	1982.7	38348.7	0	0	None	0	0	0.47	0.54
c15riboseqorf86_partner_02_ADK	PDE8A	uORF	1B	ADK	P55263	0.2776	0.8427	Active Site Blocker / Competitive Decoy	1420.3	0.0	True	3.49	Proton acceptor (res 317)	True	2.87	N/A	None	38	1	0	4	0.165	-10.64	10	23	62.5	14.03	0	24	2203.3	18624.3	1	8	 (res 31);  (res 35);  (res 81);  (res 85);  (res 317)	0	0	0.86	0.26
cXriboseqorf59_partner_09_HDAC1	MORF4L2	uORF	1B	HDAC1	Q13547	0.2772	0.7597	Cofactor / Substrate Pocket Competitor	1880.5	88.5	False	7.79	None	True	2.19	Histone deacetylase (9-321); Disordered (390-482)	4BKX; 5ICN; 6Z2J; 6Z2K; 7AO8; 7AO9; 7AOA; 8VOJ; 8VPQ; 8VRT	49	2	2	3	0.105	-9.93	18	26	56.2	19.31	0	30	3158.2	23297.7	1	6	 (res 27);  (res 178);  (res 270)	129	23	0.81	0.29
c7riboseqorf18_partner_04_GNAI3	SNX13	uORF	1B	GNAI3	P08754	0.2782	0.7825	Cofactor / Substrate Pocket Competitor	2734.8	48.5	False		None	True	3.43	G-alpha (32-354); G2 motif (173-181)	2IHB; 2ODE; 2V4Z; 4G5O; 4G5R; 4G5S; 8K9L; 8SZH; 8SZI; 8WGB	68	8	4	4	0.079	2.26	26	33	50.0	16.37	0	31	6197.7	19722.6	0	43	 (res 179);  (res 180)	118	16	0.84	0.42
c6riboseqorf41_partner_01_YTHDF1	PRRC2A	uoORF	1B	YTHDF1	Q9BYJ9	0.2773	0.4051	Allosteric Regulatory Surface / Novel Epitope	1495.0	0.0	False		None	False	11.88	YTH (389-523); Disordered (1-50); Disordered (238-363)	None	37	2	0	5	0.124	-8.21	13	23	46.4	22.61	1	16	3104.5	35316.7	0	6	None	37	0	0.53	0.44
c1riboseqorf197_partner_01_WDR46	GPATCH4	uORF	1B	WDR46	O15213	0.277	0.6385	Known Macromolecular Subunit Competitor / Adaptor	1073.5	68.8	False		None	False		N/A	7MQ9	30	4	3	8	0.268	-5.8	7	16	38.9	15.74	1	8	2630.6	41758.8	0	0	None	171	11	0.75	0.52
c7riboseqorf18_partner_02_GNAI1	SNX13	uORF	1B	GNAI1	P63096	0.277	0.7792	Cofactor / Substrate Pocket Competitor	4056.8	70.6	False		None	True	1.95	G-alpha (32-354); G1 motif (35-48); G2 motif (173-181); G3 motif (196-205)	10JA; 10JB; 12IZ; 12JA; 1KJY; 1Y3A; 20YC; 20ZC; 20ZD; 20ZG	95	11	3	6	0.053	6.16	35	51	67.3	19.1	1	49	6329.5	19156.3	0	8	 (res 43);  (res 177);  (res 178);  (res 179);  (res 180);  (res 181);  (res 181)	202	36	0.84	0.4
c20riboseqorf26_partner_01_POFUT1	PLAGL2	uORF	2B	POFUT1	Q9H488	0.2739	0.8415	Cofactor / Substrate Pocket Competitor	3585.0	0.0	False		None	True	1.21	N/A	None	92	10	1	12	0.063	-2.85	28	52	71.8	18.84	0	47	3894.6	20436.3	0	4	 (res 43);  (res 44);  (res 45);  (res 46);  (res 238);  (res 239);  (res 240);  (res 340);  (res 357);  (res 358)	0	0	0.87	0.28
c14riboseqorf73_partner_04_COA6	COX16	uoORF	1B	COA6	Q5JTJ3	0.2736	0.4095	Known Macromolecular Subunit Competitor / Adaptor	1378.9	78.6	False		None	False		CHCH (55-98)	6PCE; 6PCF	27	2	1	7	0.138	-7.98	14	14	35.9	12.73	1	12	3625.3	10408.8	0	0	None	33	11	0.57	0.53
c4riboseqorf83_partner_02_ACTB	SNHG8	lncRNA	1B	ACTB	P60709	0.2736	0.8484	Known Macromolecular Subunit Competitor / Adaptor	3004.8	90.7	False		None	False		N/A	3BYH; 3J82; 3LUE; 6ANU; 6ICT; 6ICV; 6LTJ; 6MBJ; 6MBK; 6MBL	81	5	2	9	0.072	-11.64	26	43	50.0	18.41	0	41	5225.0	17237.5	0	0	None	264	39	0.88	0.34
c20norep56_partner_01_TIMM17A	ROMO1	dORF	1B	TIMM17A	Q99595	0.2718	0.4335	Allosteric Regulatory Surface / Novel Epitope	2249.3	0.0	False		None	False		N/A	None	44	3	0	12	0.093	-7.69	19	25	86.4	14.6	2	20	2516.7	12965.4	0	0	None	0	0	0.57	0.39
c1riboseqorf248_partner_02_PRPSAP1	IVNS1ABP	uORF	1B	PRPSAP1	Q14558	0.2731	0.7921	Allosteric Regulatory Surface / Novel Epitope	1716.9	0.0	False		None	False		N/A	None	34	2	1	3	0.131	-10.01	13	20	54.2	17.42	1	21	2730.0	18145.5	0	0	None	0	0	0.79	0.37
c1norep72_partner_02_RANGRF	ADGRB2	uORF	1B	RANGRF	Q9HD47	0.2712	0.8026	Allosteric Regulatory Surface / Novel Epitope	1778.1	0.0	False		None	False		Interaction with RAN (27-70)	None	46	4	1	3	0.131	-8.36	14	25	87.5	14.39	2	22	1880.6	10401.8	0	0	None	0	0	0.78	0.33
c12riboseqorf108_partner_02_CNOT8	BTG1	uORF	1B	CNOT8	Q9UFF9	0.272	0.859	Cofactor / Substrate Pocket Competitor	1553.4	53.6	False		None	True	2.58	N/A	9E7U	46	5	2	2	0.126	-11.15	13	28	56.5	16.46	0	23	2351.7	14593.4	0	5	 (res 40);  (res 40);  (res 42);  (res 161);  (res 230)	41	15	0.86	0.33
c10norep31_partner_04_EIF2S3	CDC123	intORF	1B	EIF2S3	P41091	0.2715	0.8417	Cofactor / Substrate Pocket Competitor	2507.8	54.1	False		None	True	1.77	tr-type G (39-248); G4 (190-193)	28ZU; 28ZV; 28ZX; 28ZY; 6FEC; 6K71; 6K72; 6O81; 7A09; 7D43	69	10	1	5	0.085	-14.27	22	37	75.9	20.29	1	36	3257.6	22992.7	0	3	 (res 192);  (res 193)	199	20	0.81	0.31
c22riboseqorf62_partner_03_RHOD	PLXNB2	uORF	1B	RHOD	O00212	0.271	0.7113	Active Site Cleft Occlusion / Proximal Inhibitor	1525.4	38.1	False		None	False	6.13	N/A	7KDC	38	8	1	5	0.139	-10.03	13	21	37.1	14.31	0	18	4966.4	12011.9	0	24	None	13	8	0.74	0.36
c21norep46_partner_02_ACTB	ERVH48-1	lncRNA	1A	ACTB	P60709	0.2757	0.6855	Known Macromolecular Subunit Competitor / Adaptor	4054.4	97.9	False		None	False		N/A	3BYH; 3D2U; 3J82; 3LUE; 6ANU; 6LTJ; 6NBW; 7P1H; 7QJ6; 7QJ9	99	9	1	5	0.052	-10.63	40	48	25.0	24.3	0	57	12639.6	17663.6	0	0	None	264	47	0.86	0.42
c10riboseqorf46_partner_02_KDM4D	JMJD1C	uORF	1B	KDM4D	Q6B0I6	0.2707	0.6536	Cofactor / Substrate Pocket Competitor	1899.6	40.0	False		None	True	1.79	JmjC (146-312); Disordered (407-523)	4HON	57	6	1	7	0.116	-9.24	14	35	77.8	19.7	0	28	2030.0	25762.8	0	11	 (res 136);  (res 192);  (res 194);  (res 202);  (res 210);  (res 244);  (res 245);  (res 280);  (res 312)	50	14	0.69	0.24
c5riboseqorf58_partner_03_CDK7	CCNH	uoORF	1B	CDK7	P50613	0.2706	0.7728	Cofactor / Substrate Pocket Competitor	3034.6	35.6	False	7.2	None	True	2.22	Protein kinase (12-295)	29WD; 30FF; 6O9L; 6XBZ; 6XD3; 7B5O; 7B5Q; 7EGB; 7EGC; 7LBM	83	11	2	25	0.088	-2.54	21	45	95.5	18.89	0	33	2727.2	18891.9	1	18	 (res 18);  (res 19);  (res 20);  (res 21);  (res 22);  (res 22);  (res 23);  (res 26);  (res 41);  (res 41);  (res 92);  (res 94);  (res 155)	156	16	0.78	0.27
c19riboseqorf114_partner_01_SIAH2	EGLN2	uORF	1B	SIAH2	O43255	0.2696	0.6569	Active Site Cleft Occlusion / Proximal Inhibitor	1411.8	0.0	False		None	False	6.68	SBD (130-322)	None	45	5	1	6	0.178	-8.05	11	23	34.4	10.99	0	19	4888.8	19808.9	0	8	None	24	0	0.78	0.35
c20norep26_partner_02_SNX2	SNX5	intORF	1B	SNX2	O60749	0.2683	0.6309	Allosteric Regulatory Surface / Novel Epitope	2944.3	0.0	False		None	False	21.12	BAR (299-519); Disordered (1-104); Interaction with RhoG (260-519)	None	54	1	1	20	0.087	-12.29	20	31	42.6	19.59	3	21	4845.1	34472.3	0	4	None	0	0	0.69	0.52
c13riboseqorf30_partner_01_CDADC1	FNDC3A	uORF	1B	CDADC1	Q9BWV3	0.2669	0.7854	Shared Physiological Complex Interface	1881.8	42.3	False	28.29	None	False	12.31	CMP/dCMP-type deaminase 1 (31-189); Disordered (1-27)	9HFQ; 9HFR; 9HFS; 9HFT	54	8	0	7	0.115	-14.56	18	26	69.2	18.42	0	28	2940.8	26435.6	1	17	None	74	11	0.75	0.3
c11riboseqorf143_partner_02_PCSK9	PCSK7	uoORF	1B	PCSK9	Q8NBP7	0.2681	0.7747	Shared Physiological Complex Interface	2862.4	42.9	False	11.02	None	False		Peptidase S8 (155-461); C-terminal domain (450-692)	10SB; 2W2M; 2W2N; 2W2O; 2W2P; 2W2Q; 2XTJ; 3BPS; 3GCW; 3GCX	83	6	2	12	0.086	-5.88	23	42	79.3	22.99	1	39	3417.3	32541.5	3	0	None	190	18	0.79	0.25
c22riboseqorf6_partner_02_METTL3	DGCR8	uORF	4	METTL3	Q86U44	0.2657	0.4299	Allosteric Regulatory Surface / Novel Epitope	1261.7	29.4	False		None	False	12.75	Interphase loop (462-479); Interaction with METTL14 (464-480); Positively charged region required for RNA-binding (465-478)	29VD; 29VJ; 5IL0; 5IL1; 5IL2; 5K7M; 5K7U; 5K7W; 5L6D; 5L6E	29	4	0	7	0.142	-11.28	12	17	75.0	22.43	0	11	1805.5	39623.7	0	5	None	49	5	0.65	0.32
c3norep241_partner_05_SLC39A5	P3H2	intORF	1B	SLC39A5	Q6ZMH5	0.2676	0.5266	Allosteric Regulatory Surface / Novel Epitope	2284.6	0.0	False		None	False		N/A	None	50	3	0	13	0.115	-11.25	15	29	23.8	16.48	1	22	7659.8	43078.3	0	0	None	11	0	0.73	0.51
c16norep118_partner_01_SPAST	IST1	intORF	1B	SPAST	Q9UBP0	0.2663	0.4804	Known Macromolecular Subunit Competitor / Adaptor	1271.3	93.3	False		None	False	18.41	MIT (120-195); Required for interaction with RTN1 (1-300); Required for midbody localization (1-194); Sufficient for interaction with CHMP1B (112-196); Required for interaction with microtubules (114-200)	3EAB; 7S7J	30	0	1	11	0.2	-9.52	10	15	25.0	18.37	1	11	4838.2	50563.5	0	1	None	26	14	0.8	0.51
c11riboseqorf96_partner_02_VAPA	PITPNM1	uORF	1B	VAPA	Q9P0L0	0.2647	0.4194	Known Macromolecular Subunit Competitor / Adaptor	1713.5	68.2	False		None	False		MSP (14-131); phosphorylated FFAT motif binding (50-53)	2RR3; 6TQR	47	9	0	2	0.153	-10.71	14	22	37.8	12.03	0	27	4377.1	21747.2	0	0	None	16	15	0.66	0.49
c4riboseqorf111_partner_01_FAM20A	GASK1B	uoORF	1B	FAM20A	Q96MK3	0.2642	0.7625	Shared Physiological Complex Interface	2201.6	53.3	False		None	False		N/A	5WRR; 5WRS; 5YH2	59	8	0	4	0.109	-15.21	18	30	78.3	21.78	0	36	2888.1	28180.6	0	0	None	66	16	0.76	0.32
c17riboseqorf19_partner_03_CHRNE	C17orf107	uORF	2B	CHRNE	Q04844	0.264	0.6325	Known Macromolecular Subunit Competitor / Adaptor	1003.5	64.3	False		None	False		N/A	9DMG; 9DMH; 9DMJ; 9DMK; 9DML; 9DMQ; 9DMS; 9DMT; 9DMV; 9GU0	18	3	0	4	0.161	-10.05	8	14	22.9	17.71	0	7	4381.5	30789.9	0	0	None	155	9	0.71	0.52
c8riboseqorf15_partner_01_CNOT6L	CNOT7	uORF	1A	CNOT6L	Q96LI5	0.2634	0.844	Active Site Blocker / Competitive Decoy	2826.3	0.0	True	4.74	Proton donor/acceptor (res 410)	True	1.5	Required for interaction with CNOT1, CNOT3 and CNOT7 (1-152); Nuclease domain (158-555)	None	71	2	7	4	0.071	3.12	27	37	69.2	18.74	0	41	4473.0	26003.8	1	9	 (res 240);  (res 240);  (res 365);  (res 410);  (res 412);  (res 479);  (res 484)	15	0	0.85	0.31
c8riboseqorf15_partner_06_CNOT6L	CNOT7	uORF	1A	CNOT6L	Q96LI5	0.2634	0.844	Active Site Blocker / Competitive Decoy	2826.3	0.0	True	4.74	Proton donor/acceptor (res 410)	True	1.5	Required for interaction with CNOT1, CNOT3 and CNOT7 (1-152); Nuclease domain (158-555)	None	71	2	7	4	0.071	3.12	27	37	69.2	18.74	0	41	4473.0	26003.8	1	9	 (res 240);  (res 240);  (res 365);  (res 410);  (res 412);  (res 479);  (res 484)	15	0	0.85	0.31
c16norep103_partner_01_MAPK8	NFATC3	intORF	1B	MAPK8	P45983	0.2625	0.7455	Cofactor / Substrate Pocket Competitor	2119.0	76.9	False	18.24	None	True	3.36	Protein kinase (26-321); Disordered (371-427)	1UKH; 1UKI; 2G01; 2GMX; 2H96; 2NO3; 2XRW; 2XS0; 3O17; 3O2M	49	4	2	6	0.099	-4.54	19	26	54.3	19.75	0	23	3948.9	20913.1	1	2	 (res 32)	65	20	0.76	0.35
c22riboseqorf6_partner_08_SMAD3	DGCR8	uORF	4	SMAD3	P84022	0.2624	0.6196	Known Macromolecular Subunit Competitor / Adaptor	1494.4	73.7	False		None	False	14.07	MH2 (232-425); Sufficient for interaction with XPO4 (271-324)	1MK2; 1U7F; 5XOC	43	4	0	5	0.162	-16.65	14	19	87.5	19.08	0	21	2010.0	27386.7	0	4	None	171	14	0.77	0.28
c16norep37_partner_02_TBCE	ENSG00000260592	lncRNA-ORF	4	TBCE	Q15813	0.2639	0.7038	Known Macromolecular Subunit Competitor / Adaptor	2659.2	85.3	False		None	False		LRRCT (342-384)	9M1L; 9M1M	74	9	1	17	0.075	-5.38	29	34	47.5	17.17	0	28	5528.8	28801.2	0	0	None	90	29	0.81	0.31
c14riboseqorf68_partner_03_MGAT2	FUT8	uORF	1B	MGAT2	Q10469	0.2625	0.7772	Cofactor / Substrate Pocket Competitor	3291.3	0.0	False		None	True	2.79	N/A	None	90	20	2	5	0.078	-7.3	28	41	66.7	18.7	1	36	4021.3	24915.0	0	6	 (res 125);  (res 127);  (res 230);  (res 261);  (res 298);  (res 374)	25	0	0.81	0.28
c1riboseqorf248_partner_05_AIP	IVNS1ABP	uORF	1B	AIP	O00170	0.2624	0.5319	Shared Physiological Complex Interface	2767.6	38.7	False		None	False		PPIase FKBP-type (31-121)	7ZUB; 8QMO	57	5	2	11	0.08	-12.21	23	31	95.8	17.82	2	29	2751.5	19515.1	0	0	None	58	12	0.82	0.33
c17riboseqorf21_partner_02_ZNF446	AC012146.1	lncRNA	1B	ZNF446	Q9NWS9	0.2613	0.2774	Allosteric Regulatory Surface / Novel Epitope	2578.0	0.0	False		None	False		SCAN box (26-108); KRAB (208-254); Disordered (168-205); Disordered (263-331)	None	65	6	1	21	0.082	-15.47	24	33	92.3	21.1	0	22	2596.0	33377.0	0	0	None	0	0	0.5	0.34
c3riboseqorf154_partner_08_CELF1	MBNL1	uORF	1B	CELF1	Q92879	0.2609	0.2684	Allosteric Regulatory Surface / Novel Epitope	1886.0	4.3	False		None	False		RRM 3 (401-479)	2RQC	47	6	0	10	0.136	-17.27	15	23	93.8	23.61	0	17	2024.0	30478.8	0	0	None	58	1	0.61	0.33
c12norep157_partner_03_RUVBL2	ACTR6	intORF	1B	RUVBL2	Q9Y230	0.2603	0.6606	Known Macromolecular Subunit Competitor / Adaptor	1779.8	95.5	False		None	False	17.94	N/A	3UK6; 5OAF; 6H7X; 6HTS; 6IGM; 6QI8; 6QI9; 7OLE; 7P6X; 7ZI4	39	2	0	10	0.084	-10.77	21	22	56.8	19.33	0	16	3879.5	27887.0	0	1	None	334	21	0.74	0.3
c22norep57_partner_03_POFUT1	MFNG	uORF	1B	POFUT1	Q9H488	0.2598	0.8477	Cofactor / Substrate Pocket Competitor	2783.6	0.0	False		None	True	2.43	N/A	None	83	5	0	12	0.077	-11.58	23	47	69.7	18.23	0	35	3315.5	20567.3	0	4	 (res 43);  (res 44);  (res 45);  (res 46);  (res 238);  (res 240);  (res 340);  (res 357);  (res 358)	0	0	0.87	0.26
c12norep58_partner_01_CACNB4	CACNB3	intORF	1B	CACNB4	O00305	0.2618	0.588	Allosteric Regulatory Surface / Novel Epitope	3470.1	0.0	False		None	False		Disordered (425-520)	None	71	5	3	12	0.069	-8.24	25	41	61.0	19.57	1	39	4774.2	35490.7	0	0	None	0	0	0.66	0.33
c16norep109_partner_02_KARS1	AC012184.3	lncRNA	1B	KARS1	Q15046	0.2599	0.7901	Cofactor / Substrate Pocket Competitor	2591.3	19.5	False		None	True	1.96	N/A	9DPA; 9DPL	64	9	3	8	0.082	-1.59	19	41	90.5	22.11	0	23	2482.4	33221.8	0	10	 (res 277);  (res 301);  (res 323);  (res 325);  (res 331);  (res 339);  (res 341);  (res 494);  (res 495);  (res 497);  (res 501);  (res 550);  (res 553)	198	8	0.81	0.27
c16norep104_partner_02_SVOPL	ZFP90	intORF	1B	SVOPL	Q8N434	0.259	0.7185	Allosteric Regulatory Surface / Novel Epitope	3327.6	0.0	False		None	False		N/A	None	82	9	0	12	0.073	-15.66	23	49	95.8	21.18	1	44	2563.3	24216.1	0	0	None	0	0	0.73	0.34
c4riboseqorf2_partner_06_HDAC2	CTBP1	uORF	1B	HDAC2	Q92769	0.2586	0.7771	Cofactor / Substrate Pocket Competitor	2572.3	100.0	False	8.56	None	True	2.54	Histone deacetylase (9-322)	5IX0; 6WHN; 6WHO; 6WHQ; 6WHZ; 6WI3; 8BPA; 8BPB; 8BPC; 8C60	62	5	1	4	0.086	-12.54	20	36	62.5	20.35	1	36	4429.0	21419.0	1	15	 (res 28);  (res 188);  (res 191);  (res 194);  (res 271)	150	36	0.82	0.27
c5riboseqorf95_partner_01_DYRK1B	FAM53C	uORF	1B	DYRK1B	Q9Y463	0.2589	0.5814	Active Site Blocker / Competitive Decoy	2959.0	0.0	True	2.26	Proton acceptor (res 239)	True	2.29	Protein kinase (111-431); Disordered (436-629); Interaction with RANBP9 (480-520)	None	95	14	0	5	0.086	-21.21	22	50	100.0	25.67	1	50	2251.8	34917.0	1	3	 (res 119);  (res 120);  (res 121);  (res 122);  (res 140)	0	0	0.65	0.25
c1riboseqorf199_partner_02_TBCE	ENSG00000229953	lncRNA-ORF	1B	TBCE	Q15813	0.2597	0.7222	Shared Physiological Complex Interface	2134.0	51.5	False		None	False		LRRCT (342-384)	9M1L; 9M1M	51	5	1	2	0.086	-5.62	18	33	41.9	19.43	0	29	4555.5	29899.3	0	0	None	90	17	0.82	0.28
cXriboseqorf24_partner_03_YWHAZ	CDK16	uORF	1B	YWHAZ	P63104	0.2579	0.8376	Known Macromolecular Subunit Competitor / Adaptor	2720.3	100.0	False		None	False		N/A	1IB1; 1QJA; 1QJB; 2C1J; 2C1N; 2O02; 2WH0; 3CU8; 3NKX; 3RDH	70	9	5	9	0.072	-3.01	23	42	62.2	14.0	0	29	4475.8	14231.6	0	0	None	98	42	0.9	0.3
c12norep86_partner_02_SUV39H1	CBX5	lncRNA-ORF	2B	SUV39H1	O43463	0.2582	0.7244	Allosteric Regulatory Surface / Novel Epitope	2846.3	0.0	False		None	False	20.44	Chromo (43-101); Interaction with SIRT1 (1-89)	None	73	10	0	15	0.086	-11.17	23	37	53.5	18.2	0	40	4565.7	23479.3	0	20	None	0	0	0.76	0.33
c2norep164_partner_03_SMAD3	ZEB2	uORF	1B	SMAD3	P84022	0.2576	0.6038	Active Site Cleft Occlusion / Proximal Inhibitor	3028.1	66.7	False		None	False	7.94	MH1 (10-136); MH2 (232-425); Sufficient for interaction with XPO4 (271-324)	1MHD; 1MK2; 1OZJ; 1U7F; 5OD6; 5ODG; 5XOC; 6ZMN	78	12	1	9	0.074	-6.86	27	39	67.5	19.06	1	34	5134.2	27187.9	0	4	None	171	26	0.77	0.34
c1norep185_partner_05_CARS2	WARS2-AS1	lncRNA-ORF	4	CARS2	Q9HA77	0.2578	0.7547	Allosteric Regulatory Surface / Novel Epitope	1794.5	0.0	False		None	False	8.55	N/A	None	47	4	0	11	0.109	-9.78	16	27	61.5	21.8	0	26	3237.4	28155.8	0	8	None	0	0	0.8	0.29
c4riboseqorf57_partner_05_KLHL12	SEC31A	uORF	1B	KLHL12	Q53G59	0.2583	0.5717	Known Macromolecular Subunit Competitor / Adaptor	1234.1	71.4	False		None	False		Interaction with DVL3 (405-568)	6TTK; 6V7O; 8OIO; 8RBH	36	5	3	2	0.156	-15.76	11	21	21.2	17.34	0	15	4477.1	27614.3	0	0	None	15	15	0.87	0.34
c16riboseqorf30_partner_02_ZNHIT6	ZC3H7A	uoORF	1B	ZNHIT6	Q9NWK9	0.2579	0.4055	Allosteric Regulatory Surface / Novel Epitope	2046.2	0.0	False		None	False	12.42	N/A	None	45	7	0	8	0.125	-12.76	15	24	31.9	16.96	1	18	5200.0	49131.6	0	8	None	0	0	0.63	0.51
c2riboseqorf155_partner_05_ACVR1	BMPR2	uORF	1B	ACVR1	Q04771	0.2568	0.6336	Cofactor / Substrate Pocket Competitor	2036.3	3.7	False	5.67	None	True	2.08	Protein kinase (208-502)	3OOM	53	8	1	4	0.103	-3.39	19	27	90.5	20.56	1	25	2724.7	31506.0	1	2	 (res 214);  (res 215);  (res 216);  (res 217);  (res 218);  (res 219)	103	1	0.8	0.26
c14riboseqorf81_partner_06_LNX2	NUMB	uORF	1B	LNX2	Q8N448	0.2575	0.4349	Allosteric Regulatory Surface / Novel Epitope	3985.4	0.0	False		None	False		PDZ 1 (233-318); PDZ 2 (339-422); PDZ 3 (468-554); PDZ 4 (600-688)	None	116	19	0	7	0.066	-24.07	29	61	90.6	23.44	3	61	4179.6	37419.1	0	0	None	29	0	0.65	0.27
c7riboseqorf59_partner_01_NUP85	POM121	uORF	1B	NUP85	Q9BW27	0.2564	0.6981	Allosteric Regulatory Surface / Novel Epitope	1618.6	0.0	False		None	False		N/A	None	34	2	0	12	0.108	-17.68	15	21	65.2	20.8	2	14	2386.2	35951.3	0	0	None	0	0	0.75	0.38
c11riboseqorf106_partner_03_PPARA	UCP2	uORF	1B	PPARA	Q07869	0.2584	0.5019	Active Site Cleft Occlusion / Proximal Inhibitor	5349.3	55.6	False		None	False	7.17	NR LBD (239-466); Required for heterodimerization with RXRA (304-433)	1K7L; 1KKQ; 2NPA; 2P54; 3ET1; 3FEI; 3G8I; 3SP6; 5AZT; 6KXX	135	15	7	16	0.035	5.9	53	72	36.8	22.07	2	63	13811.0	24537.8	0	3	None	74	40	0.68	0.35
c11riboseqorf17_partner_01_EIF4E	EIF4G2	uORF	1B	EIF4E	P06730	0.2546	0.7913	Cofactor / Substrate Pocket Competitor	1581.0	80.0	False		None	True	1.72	N/A	2W97; 7EZW; 7F07; 8QM4; 8QM5; 8QM6; 8QM7; 8QM9	49	5	2	3	0.131	-5.99	15	25	93.8	18.02	0	23	1669.9	14149.4	0	4	 (res 56);  (res 102);  (res 103);  (res 157);  (res 159);  (res 162);  (res 205);  (res 206);  (res 207)	92	20	0.83	0.34
c1riboseqorf215_partner_01_FUT8	B4GALT3	uORF	1B	FUT8	Q9BYC5	0.2547	0.7602	Allosteric Regulatory Surface / Novel Epitope	2008.5	9.7	False		None	False		GT23 (206-493); SH3 (502-563)	2DE0; 6TKV; 6VLD; 6VLE; 6X5H; 6X5R; 6X5S; 6X5T; 6X5U; 9L62	47	4	0	3	0.089	-2.65	17	31	65.4	20.32	0	23	2734.8	31004.5	0	0	None	76	3	0.81	0.26
c4riboseqorf67_partner_02_GPRIN2	GPRIN3	uORF	1B	GPRIN2	O60269	0.2546	0.1458	Allosteric Regulatory Surface / Novel Epitope	1635.7	0.0	False		None	False		Disordered (1-94)	None	46	8	1	6	0.143	-17.01	14	23	45.2	21.15	0	25	3667.1	22697.5	0	0	None	0	0	0.34	0.43
c13norep74_partner_03_TULP1	GAS6	uORF	1B	TULP1	O00294	0.254	0.5318	Allosteric Regulatory Surface / Novel Epitope	1335.4	0.0	False		None	False		Disordered (1-289)	None	55	8	0	2	0.215	-16.94	8	32	42.1	16.92	0	27	2760.7	35378.6	0	0	None	16	0	0.6	0.42
c20riboseqorf49_partner_02_SLC35B4	SLC35C2	uORF	1B	SLC35B4	Q969S0	0.2535	0.6669	Allosteric Regulatory Surface / Novel Epitope	3371.4	0.0	False		None	False		N/A	None	98	9	2	8	0.081	-23.25	22	55	95.7	18.49	1	53	2317.8	18545.6	0	0	None	0	0	0.71	0.29
c20norep100_partner_01_PPARA	HELZ2	uORF	1B	PPARA	Q07869	0.2551	0.5505	Active Site Cleft Occlusion / Proximal Inhibitor	4618.3	51.8	False		None	False	6.68	NR LBD (239-466); Required for heterodimerization with RXRA (304-433)	1K7L; 1KKQ; 2NPA; 2P54; 3ET1; 3FEI; 3G8I; 3SP6; 5AZT; 6KXX	109	5	1	29	0.047	-20.58	41	56	45.6	18.09	0	53	8654.0	25535.4	0	3	None	74	29	0.69	0.31
